Horas_Estudio,Asistencia,Aprueba
3.6243453636632417,42.80605525380477,0.0
1.3882435863499247,60.57120996082092,0.0
1.4718282477365443,52.0045250930824,0.0
0.9270313778438295,57.084054044991674,0.0
2.8654076293246784,57.41017146599468,0.0
-0.3015386968802827,61.89293197558658,0.0
3.7448117642164798,54.362112654176975,0.0
1.2387930991048972,60.8968640732259,0.0
2.3190390960570983,53.98843199350617,0.0
1.7506296245225899,65.56073510077385,0.0
3.462107937044974,76.93809113288081,0.0
-0.060140709497654044,61.968697792502915,0.0
1.6775827959864924,61.698692553475716,0.0
1.6159456453315844,48.35992028838798,0.0
3.1337694423354376,66.93366225660384,0.0
0.9001087326859691,52.41932671443767,0.0
1.8275717924495642,51.911528035278714,0.0
1.1221415820786282,65.57439452858033,0.0
2.0422137467155927,61.810387443578705,0.0
2.582815213715822,71.07175450949063,0.0
0.8993808227870788,74.4287692849631,0.0
3.144723709839614,54.603184377975076,0.0
2.9015907205927958,61.283769901559445,0.0
2.5024943389018683,77.60415183575323,0.0
2.900855949264412,69.66539250229057,0.0
1.3162721408256668,67.13049050303269,0.0
1.8771097744813519,73.06206065135449,0.0
1.0642305657409312,53.95397030835624,0.0
1.732111920373984,66.36583409414631,0.0
2.530355466738186,74.09253389364008,0.0
1.308339248274691,76.20912285621748,0.0
1.6032464731440226,51.93815182617776,0.0
1.3128272998804005,57.483257923685755,0.0
1.1547943585012805,63.82715173724364,0.0
1.3287538691631808,57.11002656990184,0.0
1.9873354010810986,56.08183760191952,0.0
0.8826896513647222,66.84001328181952,0.0
2.2344156978170924,56.46590017132986,0.0
3.6598021771098708,42.12087108800284,0.0
2.7420441605773354,63.61847315839568,0.0
1.8081644476383851,55.755072094290725,0.0
1.1123710359151637,52.68469018269667,0.0
1.2528417062491624,44.342618493440945,0.0
3.6924546010277464,70.13822466971706,0.0
2.050807754776029,37.728873681499856,0.0
1.3630043534306466,43.006663952777046,0.0
2.190915484667466,57.241539374388566,0.0
4.100255136478842,72.28955585650698,0.0
2.120158952481629,73.09705905682654,0.0
2.617203109707419,48.450173650706354,0.0
