Peso,Altura,Etiqueta
187.4507122951685,8.92617754753164,0.0
177.92603548243224,9.90941664047013,0.0
189.71532807151038,6.601432426180859,0.0
202.84544784612038,8.56296923669057,0.0
176.48769937914997,7.3493574308781735,0.0
176.4879456457623,7.512874616235304,0.0
203.68819223261087,7.407606075761131,0.0
191.51152093729362,7.136009230320184,0.0
172.95788421097572,8.048521627944828,0.0
188.13840065378946,7.169049883588962,0.0
173.04873460781306,8.270456825779839,0.0
173.01405369644615,7.949761890550863,0.0
183.6294340734905,7.76105195313359,0.0
151.30079633013304,7.092436337958402,0.0
154.1262325123045,7.423228669431667,0.0
171.5656870613854,8.755391225825756,0.0
164.80753319498365,8.500917187624381,0.0
184.7137099889291,7.022444755201449,0.0
166.37963886718182,8.099332305429225,0.0
158.81544447997064,8.751387123371789,0.0
201.98473153382332,6.330594718878628,0.0
176.61335549270197,8.543360192379936,0.0
181.01292307031886,7.337376241054153,0.0
158.62877720679813,8.57059866859316,0.0
171.83425913212227,7.236740843457483,0.0
181.663838845648,6.1951178993354805,0.0
162.73509633866547,6.372457562116837,0.0
185.63547027518507,8.048084946661382,0.0
170.99041965121793,8.259722501721482,0.0
175.62459375310084,7.095683374895591,0.0
170.97440081655904,8.638592458777374,0.0
207.78417276763406,6.33847993773104,0.0
179.797541628931,7.9339202013526835,0.0
164.1343360656615,6.788983800237544,0.0
192.33817368154783,7.3481638921978405,0.0
161.68734525043467,8.047398671316413,0.0
183.13295392507132,7.139586634716047,0.0
150.60494814180336,7.615444455770175,0.0
160.07720926652354,9.00629280921444,0.0
182.95291853803684,7.423108130476852,0.0
191.07699869993115,8.835692112065141,0.0
182.57052421784957,6.870293145342382,0.0
178.26527576417638,8.529804177915283,0.0
175.48344456616067,9.4415686206579,0.0
157.82217014448858,5.528355499872711,0.0
169.20233687407938,7.203104744529523,0.0
173.0904184356032,8.57707212718054,0.0
195.85683339328375,7.796954613957007,0.0
185.15427434352694,8.371145873371308,0.0
153.554397669559,7.39601481328418,0.0
184.86125954092194,8.0865897874729,0.0
174.22376579375526,7.84432276460792,0.0
169.8461699954106,9.167782061659807,0.0
189.17514433261303,8.254420843301213,0.0
195.46499283743927,8.337602662075202,0.0
193.96920178674299,7.588123033877532,0.0
167.41173715166042,7.512393775927507,0.0
175.36181436223177,7.5674418121803795,0.0
184.96895147105346,8.394452142378297,0.0
194.6331769068354,7.5790155191797375,0.0
172.81238643232064,8.289774856896413,0.0
177.21511535004274,10.07540079864544,0.0
163.40497538990957,8.871124703431692,0.0
162.05690063878993,7.6739764678321585,0.0
192.18788733591296,9.201213922163944,0.0
200.34360042856235,7.591924626978448,0.0
178.919848176295,5.961875464822146,0.0
195.05299346838035,6.991913689082596,0.0
185.4245403757145,6.129208078974145,0.0
170.32320368092314,7.648486515958691,0.0
185.42093408262622,8.018418379189551,0.0
203.07054849698955,9.676437312275283,0.0
179.46260941335072,8.326927373764162,0.0
203.4696548372101,7.780899471191136,0.0
140.70382343865384,8.829405581183488,0.0
192.32853756562835,5.788864690992115,0.0
181.30570602357255,8.235614558108566,0.0
175.514889743012,8.770865193886968,0.0
181.37641164803253,6.521413754220158,0.0
150.18646628098662,9.143754043206929,0.0
176.70492168243732,8.338496407494414,0.0
185.3566885726762,7.584712086099199,0.0
202.16841067112273,8.632781866106285,0.0
172.22594672589528,10.270692857804395,0.0
167.8725959566022,8.181866255058495,0.0
172.47364434623196,8.248220586300336,0.0
193.7310317655311,7.540639100459756,0.0
184.93126664489526,7.150155630535208,0.0
172.05359694349443,8.830335816544245,0.0
187.69901149670034,7.1439161740911326,0.0
181.4561632402206,8.071566237219393,0.0
194.52967485799334,7.522342553234884,0.0
169.46920359183972,8.478979825746391,0.0
175.0850678010335,8.333662105286948,0.0
174.11837770301764,9.0375399442579,0.0
158.04727577801822,7.489983601145253,0.0
184.44180415596864,7.730125064706629,0.0
183.91582908269834,7.021236284217693,0.0
180.07670184963692,7.555706739923888,0.0
176.4811929993728,8.377300493044853,0.0
158.7694388692438,8.756988616645351,0.0
173.69032015851963,7.077834675822374,0.0
174.85928225209847,8.869605920105661,0.0
167.96584096167572,9.35563785880495,0.0
177.58071432500986,8.4134349032237,0.0
186.0607628522181,9.876795812558067,0.0
208.29278851815795,7.2262108008964265,0.0
182.61866719247757,6.755345296688583,0.0
183.86325586084146,6.221279751095722,0.0
178.8833112635075,9.496044311489182,0.0
151.21843177051437,8.654365656354058,0.0
179.60229186826174,7.944415329089545,0.0
180.9034531491154,8.279968626319821,0.0
216.9486316872793,6.874510952701623,0.0
177.11458552828316,10.445751979616826,0.0
184.52321013500418,8.129221181975227,0.0
179.47932345442135,8.109394794604892,0.0
162.46982943570703,8.725766623898693,0.0
197.14234221772531,8.481009231736714,0.0
191.2789954903016,8.223884024279132,0.0
191.8654792056457,7.209525544554688,0.0
166.3591881780789,8.471468357135995,0.0
201.04191466404149,9.882024496475033,0.0
158.9722340581158,9.345420046154977,0.0
188.80285640700404,9.593186626639397,0.0
212.85683438714966,7.488784323568815,0.0
165.14195512303968,7.010395179741419,0.0
171.50553405595844,7.874213079900352,0.0
181.4947704763146,8.055724912288694,0.0
172.44786518825703,9.094191518470948,0.0
156.740048534008,6.307535370285181,0.0
181.0284446220904,9.529550319460613,0.0
164.06544429410843,7.8419921014210106,0.0
187.10388645952773,7.57311893005258,0.0
166.20863648649296,6.987895624739832,0.0
203.24901607526309,6.345143328134231,0.0
168.25120061495645,8.823170583961915,0.0
175.16907725691487,8.073317967188403,0.0
192.20275826054504,6.710039100258946,0.0
161.53703525349067,6.704921227936384,0.0
183.41189901906193,7.664215300709872,0.0
199.60714131423643,9.669021525289393,0.0
155.88775148158157,7.740408648636395,0.0
182.76950787798455,6.496857046881894,0.0
183.89824191372637,7.754256935914055,0.0
191.72734307665965,7.72727643025233,0.0
161.44573933682878,5.303113357058429,0.0
160.19315080373585,7.945705133482188,0.0
187.82912348425347,7.769065469791322,0.0
184.4547700984978,8.696206364813419,0.0
183.75739275518814,9.848956094945345,0.0
185.19672314245463,9.126565029547757,0.0
169.79962917632264,7.731111309445169,0.0
183.48380545741506,6.89347409125833,0.0
184.3960870994802,10.573359803249861,0.0
169.2847287296045,8.059218434014488,0.0
207.98661766717134,8.013929291912946,0.0
187.10749381367683,7.975874912889997,0.0
162.13044754196028,8.198084760767856,0.0
189.84830412950745,7.855639588076057,0.0
165.37977494659017,7.4263379931197635,0.0
191.80626905613678,7.453141058759607,0.0
197.37893368511106,7.9672467297840015,0.0
167.68976522472434,7.456575228866235,0.0
194.45064193866483,7.287154217322835,0.0
186.19171390404748,8.106430227691897,0.0
192.33090239991736,7.745022782579145,0.0
208.4518947398092,9.503992988582688,0.0
176.31917825995694,5.349030191606988,0.0
168.69395753463766,9.091506851922462,0.0
166.65728355561714,9.24608519249763,0.0
167.76284572551842,5.9266097675918505,0.0
178.84347435878843,7.657312405919651,0.0
185.11727962224967,7.628559134004209,0.0
184.15036198995028,6.5924883052821786,0.0
192.40774873554037,7.222183312409125,0.0
180.19502837816862,6.889424154534171,0.0
201.80301115735975,9.752270443423622,0.0
176.03014750143066,8.93567839314746,0.0
220.8025374988443,9.27155509499416,0.0
189.38501021647508,8.721672064043235,0.0
167.14263665375577,6.870948228782771,0.0
163.9366125290833,7.475479733720226,0.0
187.23708622864777,8.489374561227917,0.0
176.64805822011223,6.777872191108054,0.0
190.71000741138138,8.712998430172387,0.0
187.09856436860318,7.759674601841865,0.0
178.9075663101469,7.625179192450402,0.0
167.29809422897392,8.710959968203491,0.0
157.27729162971204,8.44426331148604,0.0
173.30227571899468,7.63903383418092,0.0
192.84598191485208,9.159329803364248,0.0
183.21140616195305,6.918936672400102,0.0
161.31391831932018,8.615935606944264,0.0
182.59771388776772,8.593101257968383,0.0
185.77976069593257,7.690453560686009,0.0
166.742138456983,8.326133022242118,0.0
182.30587658918293,6.748886423614697,0.0
180.87313077669,8.924027019206902,0.0
162.85544553254064,7.8150978635570105,0.0
185.36681040522424,7.47727697948096,0.0
188.41176789552352,9.049009225836889,0.0
196.24576864762915,7.29565630945724,0.0
195.80703078052355,6.591538703636441,0.0
159.33495948064365,6.443370826476096,0.0
165.93262440127316,8.606009951345639,0.0
187.7255290081299,6.719570647503717,0.0
187.70678926368313,9.754794181984364,0.0
187.7257152945907,5.918070592116278,0.0
237.7909723598208,9.696456368290038,0.0
188.56335766039751,8.211017467202618,0.0
197.033484602709,7.903286888129608,0.0
194.31002645239803,7.4550809131910505,0.0
189.77086876958697,8.399136114352071,0.0
175.2709613303948,7.962365297575151,0.0
191.384538307399,9.103301882016522,0.0
168.40762178193643,8.11422764866204,0.0
176.44772089889986,8.150301761461877,0.0
172.71954678256344,7.636387787786144,0.0
181.22811209079484,7.9430543762789325,0.0
214.71987850010262,8.307801768892059,0.0
151.99102211112378,6.289831607343374,0.0
190.29390285561772,6.651814577894287,0.0
155.8092619321552,8.743264094022715,0.0
172.9210220131585,8.170865438127942,0.0
196.3342589545105,7.8160166636473205,0.0
180.96420028643195,8.018433933065394,0.0
163.8338283310604,8.347581705361671,0.0
169.2704443611005,7.460240319690638,0.0
