Edad,Ingreso,Compra
22.916210762972646,1074.0572525400423,0.0
24.718665863868353,559.3672602138154,0.0
14.31901952165773,1344.1299827235823,0.0
33.201354042024946,1028.6670953535622,0.0
16.032822074025685,667.7683821173089,0.0
20.79126317171898,947.1141576240705,0.0
27.514407085790214,705.1733000401384,0.0
18.77355956696384,1626.0048182493306,0.0
19.710238905688307,896.612898795437,0.0
20.45496192536575,399.3762300559732,0.0
27.75727022273212,1090.9703298726195,0.0
36.46104006407479,751.0375465868784,0.0
25.207696964992017,1386.630822058563,0.0
19.410372774432417,1040.477638651282,0.0
27.695291602903943,466.4198076025474,0.0
22.019201500967664,849.7625531453638,0.0
24.904347517394243,673.5515293596197,0.0
30.875006097501455,772.6433340341598,0.0
21.260645253530686,806.876529952956,0.0
25.045126254866627,397.36464176577635,0.0
20.60946053379829,1058.8788682244979,0.0
24.21782914807688,737.2310889955145,0.0
26.28285226000648,731.9172372759688,0.0
20.05610475615189,1225.5707065511,0.0
23.305890169854017,1569.079673065677,0.0
23.819079845736994,811.2762547604482,0.0
21.811724937578493,1543.6256581385596,0.0
19.06193856807358,383.1202777788883,0.0
17.893913863479366,1168.8114661346126,0.0
24.232524021615255,825.3787727637334,0.0
23.65471519891993,977.7991075377741,0.0
36.15683394443302,704.0510908076078,0.0
12.82616211739478,821.5832503242793,0.0
25.563632524083246,905.556447186606,0.0
26.85222268331617,895.9178404617105,0.0
31.79816931336298,1123.4330549015115,0.0
27.509286033906566,1697.9172703363547,0.0
20.77893148085069,809.7840617090634,0.0
25.00004880735798,953.6770112925657,0.0
27.711762860745146,475.2133588563156,0.0
23.432459015032954,244.12621108933627,0.0
28.855058690347057,1417.3487282258145,0.0
15.659546727181183,601.1960672486437,0.0
33.655923329902336,776.3210757242141,0.0
32.33839005286706,1006.378254942828,0.0
23.321613307380762,1273.2752544594227,0.0
28.056703897868587,1094.582824551952,0.0
25.239852959340944,1559.862461578904,0.0
20.854323554926104,945.2507130172963,0.0
25.438551092041656,451.5200981458271,0.0
30.001829432753475,1041.6867151781696,0.0
23.09453741242325,1035.8350493995158,0.0
23.12165288460503,754.3302399650294,0.0
24.627646185530097,900.2082205457654,0.0
27.167481650382854,824.0836133569126,0.0
31.39189615135934,1520.3549033215147,0.0
21.826603474103187,816.1745327000291,0.0
27.54198121341716,581.9673948996773,0.0
26.08058003131841,1083.8301269634617,0.0
15.706938069382513,453.3306194677489,0.0
22.903417589236554,1128.1052372666427,0.0
24.33835550781628,1122.09632473363,0.0
24.80214880153197,746.7075278153405,0.0
26.630017166934902,832.0539661216347,0.0
14.798384756356423,819.8438783772036,0.0
25.231277615708485,1484.4619711189775,0.0
21.611622113359793,1118.485966113896,0.0
17.802804866306907,638.8559591665828,0.0
27.621482150051744,625.758270516598,0.0
28.676397880326014,976.736125111434,0.0
21.733748661039822,995.998074594739,0.0
29.2122814078567,769.5030251220028,0.0
23.09241759117457,1087.3702030001934,0.0
25.332445045730726,940.800715562582,0.0
19.50630526501972,1323.048894859056,0.0
32.92243528197838,1131.2230695582377,0.0
11.702752718082559,972.0406401021738,0.0
24.54273688554671,1040.6894248168214,0.0
28.47559802523496,735.1873535277452,0.0
14.832667269386931,1265.4232582604104,0.0
24.052653676438094,1114.9613390380196,0.0
24.613906673235213,874.901755337403,0.0
29.123515027184908,1035.3389649265996,0.0
31.24106460298517,838.9944073487464,0.0
22.9805386533103,1746.1553725994943,0.0
18.077406667320677,864.5916836948047,0.0
